model,pn_num,error_type,text,gold_context,pred_context,category
mistral,33417,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33417,false_negative,darker bowel movements,,"['abdominal pain', 'epigastric pain', 'nausea', 'bloating', 'darker stools', 'back pain not related ",complex_phrasing
mistral,33417,false_negative,burning or gnawing or burning and gnawing,,"['abdominal pain', 'epigastric pain', 'nausea', 'bloating', 'darker stools', 'back pain not related ",complex_phrasing
mistral,33417,false_negative,epigastric discomfort,,"['abdominal pain', 'epigastric pain', 'nausea', 'bloating', 'darker stools', 'back pain not related ",other
mistral,33417,false_negative,awakens at night,,"['abdominal pain', 'epigastric pain', 'nausea', 'bloating', 'darker stools', 'back pain not related ",complex_phrasing
mistral,33444,false_positive,no radiation,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,33444,false_positive,no vomiting,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,33444,false_positive,stomach fullness,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33444,false_positive,not relieved by toms,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33444,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33444,false_positive,no food regurgitation,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,33444,false_positive,no diarrhea,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,33444,false_positive,burning pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33444,false_positive,5 10 pain intensity,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33444,false_negative,darker bowel movements,,"['epigastric pain', 'burning pain', 'nausea', 'bloating', 'stomach fullness', 'not relieved by toms'",complex_phrasing
mistral,33444,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'burning pain', 'nausea', 'bloating', 'stomach fullness', 'not relieved by toms'",complex_phrasing
mistral,33444,false_negative,epigastric discomfort,,"['epigastric pain', 'burning pain', 'nausea', 'bloating', 'stomach fullness', 'not relieved by toms'",other
mistral,33444,false_negative,awakens at night,,"['epigastric pain', 'burning pain', 'nausea', 'bloating', 'stomach fullness', 'not relieved by toms'",complex_phrasing
mistral,33460,false_positive,fatigue,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,over_generalization
mistral,33460,false_positive,pain occurs 2 3 times per day,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33460,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33460,false_positive,no diaphores,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,33460,false_positive,pain lasts for 1 2 hours,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33460,false_positive,burning pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33460,false_positive,intermittent pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33460,false_positive,progressive pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33460,false_positive,bloating after eating,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33460,false_negative,post prandial bloating or fullness with meals,,"['epigastric pain', 'burning pain', 'progressive pain', 'intermittent pain', 'pain occurs 2-3 times ",complex_phrasing
mistral,33460,false_negative,darker bowel movements,,"['epigastric pain', 'burning pain', 'progressive pain', 'intermittent pain', 'pain occurs 2-3 times ",complex_phrasing
mistral,33460,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'burning pain', 'progressive pain', 'intermittent pain', 'pain occurs 2-3 times ",complex_phrasing
mistral,33460,false_negative,epigastric discomfort,,"['epigastric pain', 'burning pain', 'progressive pain', 'intermittent pain', 'pain occurs 2-3 times ",other
mistral,33460,false_negative,awakens at night,,"['epigastric pain', 'burning pain', 'progressive pain', 'intermittent pain', 'pain occurs 2-3 times ",complex_phrasing
mistral,33531,false_positive,epigastric burning pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33531,false_positive,epigastric gnawing pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33531,false_positive,darkened stool,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33531,false_negative,darker bowel movements,,"['epigastric burning pain', 'epigastric gnawing pain', 'darkened stool', 'nausea', 'bloating']",complex_phrasing
mistral,33531,false_negative,burning or gnawing or burning and gnawing,,"['epigastric burning pain', 'epigastric gnawing pain', 'darkened stool', 'nausea', 'bloating']",complex_phrasing
mistral,33531,false_negative,epigastric discomfort,,"['epigastric burning pain', 'epigastric gnawing pain', 'darkened stool', 'nausea', 'bloating']",other
mistral,33531,false_negative,awakens at night,,"['epigastric burning pain', 'epigastric gnawing pain', 'darkened stool', 'nausea', 'bloating']",complex_phrasing
mistral,33563,false_positive,occasional dark stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33563,false_positive,burning sensation,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33563,false_positive,wakes from sleep at night,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33563,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33563,false_negative,post prandial bloating or fullness with meals,,"['epigastric pain', 'burning sensation', 'nausea', 'wakes from sleep at night', 'occasional dark sto",complex_phrasing
mistral,33563,false_negative,darker bowel movements,,"['epigastric pain', 'burning sensation', 'nausea', 'wakes from sleep at night', 'occasional dark sto",complex_phrasing
mistral,33563,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'burning sensation', 'nausea', 'wakes from sleep at night', 'occasional dark sto",complex_phrasing
mistral,33563,false_negative,epigastric discomfort,,"['epigastric pain', 'burning sensation', 'nausea', 'wakes from sleep at night', 'occasional dark sto",other
mistral,33563,false_negative,awakens at night,,"['epigastric pain', 'burning sensation', 'nausea', 'wakes from sleep at night', 'occasional dark sto",complex_phrasing
mistral,33652,false_positive,decreased appetite,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33652,false_positive,increased burping,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33652,false_positive,dark stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33652,false_positive,abdominal bloating,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33652,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33652,false_positive,pain that wakes him up at night,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33652,false_positive,increased satiety with small portions of food,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33652,false_negative,post prandial bloating or fullness with meals,,"['epigastric pain', 'nausea', 'increased burping', 'pain that wakes him up at night', 'dark stools',",complex_phrasing
mistral,33652,false_negative,darker bowel movements,,"['epigastric pain', 'nausea', 'increased burping', 'pain that wakes him up at night', 'dark stools',",complex_phrasing
mistral,33652,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'nausea', 'increased burping', 'pain that wakes him up at night', 'dark stools',",complex_phrasing
mistral,33652,false_negative,epigastric discomfort,,"['epigastric pain', 'nausea', 'increased burping', 'pain that wakes him up at night', 'dark stools',",other
mistral,33652,false_negative,awakens at night,,"['epigastric pain', 'nausea', 'increased burping', 'pain that wakes him up at night', 'dark stools',",complex_phrasing
mistral,33662,false_positive,none no fever nausea vomiting diarrhea,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,33662,false_positive,burning central abdominal pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33662,false_positive,bloating sensation,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33662,false_positive,increased burping,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,33662,false_negative,post prandial bloating or fullness with meals,,"['burning central abdominal pain', 'bloating sensation', 'increased burping', 'none no fever nausea ",complex_phrasing
mistral,33662,false_negative,darker bowel movements,,"['burning central abdominal pain', 'bloating sensation', 'increased burping', 'none no fever nausea ",complex_phrasing
mistral,33662,false_negative,nausea,,"['burning central abdominal pain', 'bloating sensation', 'increased burping', 'none no fever nausea ",other
mistral,33662,false_negative,burning or gnawing or burning and gnawing,,"['burning central abdominal pain', 'bloating sensation', 'increased burping', 'none no fever nausea ",complex_phrasing
mistral,33662,false_negative,epigastric discomfort,,"['burning central abdominal pain', 'bloating sensation', 'increased burping', 'none no fever nausea ",other
mistral,33662,false_negative,awakens at night,,"['burning central abdominal pain', 'bloating sensation', 'increased burping', 'none no fever nausea ",complex_phrasing
mistral,34251,false_positive,stomach pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34251,false_positive,chronic back pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34251,false_negative,post prandial bloating or fullness with meals,,"['stomach pain', 'chronic back pain']",complex_phrasing
mistral,34251,false_negative,darker bowel movements,,"['stomach pain', 'chronic back pain']",complex_phrasing
mistral,34251,false_negative,nausea,,"['stomach pain', 'chronic back pain']",other
mistral,34251,false_negative,burning or gnawing or burning and gnawing,,"['stomach pain', 'chronic back pain']",complex_phrasing
mistral,34251,false_negative,epigastric discomfort,,"['stomach pain', 'chronic back pain']",other
mistral,34251,false_negative,awakens at night,,"['stomach pain', 'chronic back pain']",complex_phrasing
mistral,34264,false_positive,abdominal pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34264,false_positive,mild n,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,generic_term
mistral,34264,false_positive,pain waxing and waning,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34264,false_positive,pain localized to middle of abdomen,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34264,false_positive,increasing abdominal pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34264,false_positive,pain not related to food intake,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,complex_phrasing
mistral,34264,false_positive,pain 7 10,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34264,false_positive,no radiation of pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,34264,false_positive,burping during interview,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34264,false_negative,post prandial bloating or fullness with meals,,"['abdominal pain', 'increasing abdominal pain', 'pain localized to middle of abdomen', 'pain not rel",complex_phrasing
mistral,34264,false_negative,darker bowel movements,,"['abdominal pain', 'increasing abdominal pain', 'pain localized to middle of abdomen', 'pain not rel",complex_phrasing
mistral,34264,false_negative,nausea,,"['abdominal pain', 'increasing abdominal pain', 'pain localized to middle of abdomen', 'pain not rel",other
mistral,34264,false_negative,burning or gnawing or burning and gnawing,,"['abdominal pain', 'increasing abdominal pain', 'pain localized to middle of abdomen', 'pain not rel",complex_phrasing
mistral,34264,false_negative,epigastric discomfort,,"['abdominal pain', 'increasing abdominal pain', 'pain localized to middle of abdomen', 'pain not rel",other
mistral,34264,false_negative,awakens at night,,"['abdominal pain', 'increasing abdominal pain', 'pain localized to middle of abdomen', 'pain not rel",complex_phrasing
mistral,34274,false_positive,fatigue,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,over_generalization
mistral,34274,false_positive,darker stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34274,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34274,false_positive,pain waking up at night,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34274,false_positive,increased frequency of symptoms,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34274,false_negative,post prandial bloating or fullness with meals,,"['nausea', 'epigastric pain', 'increased frequency of symptoms', 'darker stools', 'fatigue', 'pain w",complex_phrasing
mistral,34274,false_negative,darker bowel movements,,"['nausea', 'epigastric pain', 'increased frequency of symptoms', 'darker stools', 'fatigue', 'pain w",complex_phrasing
mistral,34274,false_negative,burning or gnawing or burning and gnawing,,"['nausea', 'epigastric pain', 'increased frequency of symptoms', 'darker stools', 'fatigue', 'pain w",complex_phrasing
mistral,34274,false_negative,epigastric discomfort,,"['nausea', 'epigastric pain', 'increased frequency of symptoms', 'darker stools', 'fatigue', 'pain w",other
mistral,34274,false_negative,awakens at night,,"['nausea', 'epigastric pain', 'increased frequency of symptoms', 'darker stools', 'fatigue', 'pain w",complex_phrasing
mistral,34659,false_positive,epigastric abdominal pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34659,false_positive,pain lasts 1 2 hours,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34659,false_positive,pain wakes patient at night,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34659,false_positive,pain occurs,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34659,false_positive,pain intensity 5 10,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34659,false_positive,intermittent pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34659,false_positive,pain not relieved by tums,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34659,false_negative,post prandial bloating or fullness with meals,,"['epigastric abdominal pain', 'gnawing and burning pain', 'intermittent pain', 'pain intensity 5 10'",complex_phrasing
mistral,34659,false_negative,darker bowel movements,,"['epigastric abdominal pain', 'gnawing and burning pain', 'intermittent pain', 'pain intensity 5 10'",complex_phrasing
mistral,34659,false_negative,nausea,,"['epigastric abdominal pain', 'gnawing and burning pain', 'intermittent pain', 'pain intensity 5 10'",other
mistral,34659,false_negative,epigastric discomfort,,"['epigastric abdominal pain', 'gnawing and burning pain', 'intermittent pain', 'pain intensity 5 10'",other
mistral,34659,false_negative,awakens at night,,"['epigastric abdominal pain', 'gnawing and burning pain', 'intermittent pain', 'pain intensity 5 10'",complex_phrasing
mistral,34742,false_positive,dark colored stool,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34742,false_positive,stomach pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34742,false_positive,decreased appetite,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34742,false_positive,muscle cramps,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34742,false_positive,stooped exercise,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34742,false_positive,back pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34742,false_positive,disturbed sleep,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34742,false_negative,post prandial bloating or fullness with meals,,"['stomach pain', 'nausea', 'decreased appetite', 'disturbed sleep', 'dark colored stool', 'stooped e",complex_phrasing
mistral,34742,false_negative,darker bowel movements,,"['stomach pain', 'nausea', 'decreased appetite', 'disturbed sleep', 'dark colored stool', 'stooped e",complex_phrasing
mistral,34742,false_negative,burning or gnawing or burning and gnawing,,"['stomach pain', 'nausea', 'decreased appetite', 'disturbed sleep', 'dark colored stool', 'stooped e",complex_phrasing
mistral,34742,false_negative,epigastric discomfort,,"['stomach pain', 'nausea', 'decreased appetite', 'disturbed sleep', 'dark colored stool', 'stooped e",other
mistral,34742,false_negative,awakens at night,,"['stomach pain', 'nausea', 'decreased appetite', 'disturbed sleep', 'dark colored stool', 'stooped e",complex_phrasing
mistral,34766,false_positive,darker stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34766,false_positive,none no other symptoms were reported or observed,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,34766,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34766,false_negative,darker bowel movements,,"['epigastric pain', 'bloating', 'nausea', 'darker stools', 'none no other symptoms were reported or ",complex_phrasing
mistral,34766,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'bloating', 'nausea', 'darker stools', 'none no other symptoms were reported or ",complex_phrasing
mistral,34766,false_negative,epigastric discomfort,,"['epigastric pain', 'bloating', 'nausea', 'darker stools', 'none no other symptoms were reported or ",other
mistral,34766,false_negative,awakens at night,,"['epigastric pain', 'bloating', 'nausea', 'darker stools', 'none no other symptoms were reported or ",complex_phrasing
mistral,34803,false_positive,abdominal pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34803,false_positive,darker stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34803,false_positive,increased stress,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34803,false_negative,darker bowel movements,,"['abdominal pain', 'nausea', 'darker stools', 'bloating with meals', 'increased stress']",complex_phrasing
mistral,34803,false_negative,burning or gnawing or burning and gnawing,,"['abdominal pain', 'nausea', 'darker stools', 'bloating with meals', 'increased stress']",complex_phrasing
mistral,34803,false_negative,epigastric discomfort,,"['abdominal pain', 'nausea', 'darker stools', 'bloating with meals', 'increased stress']",other
mistral,34803,false_negative,awakens at night,,"['abdominal pain', 'nausea', 'darker stools', 'bloating with meals', 'increased stress']",complex_phrasing
mistral,34827,false_positive,pain sometimes occurs at night,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34827,false_positive,dark stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34827,false_positive,pain not related to eating,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,complex_phrasing
mistral,34827,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34827,false_positive,sharp and stabbing pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34827,false_positive,pain severity 5 10,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34827,false_positive,occasional nausea,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34827,false_positive,pain occurs 2 3x a day,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34827,false_negative,post prandial bloating or fullness with meals,,"['epigastric pain', 'sharp and stabbing pain', 'pain occurs 2-3x a day', 'pain severity 5 10', 'pain",complex_phrasing
mistral,34827,false_negative,darker bowel movements,,"['epigastric pain', 'sharp and stabbing pain', 'pain occurs 2-3x a day', 'pain severity 5 10', 'pain",complex_phrasing
mistral,34827,false_negative,nausea,,"['epigastric pain', 'sharp and stabbing pain', 'pain occurs 2-3x a day', 'pain severity 5 10', 'pain",other
mistral,34827,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'sharp and stabbing pain', 'pain occurs 2-3x a day', 'pain severity 5 10', 'pain",complex_phrasing
mistral,34827,false_negative,epigastric discomfort,,"['epigastric pain', 'sharp and stabbing pain', 'pain occurs 2-3x a day', 'pain severity 5 10', 'pain",other
mistral,34827,false_negative,awakens at night,,"['epigastric pain', 'sharp and stabbing pain', 'pain occurs 2-3x a day', 'pain severity 5 10', 'pain",complex_phrasing
mistral,34873,false_positive,feeling like vomiting,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34873,false_positive,stomach discomfort and pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34873,false_positive,darker stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34873,false_positive,burning sensation in epigastric area,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34873,false_positive,longstanding back pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34873,false_negative,post prandial bloating or fullness with meals,,"['stomach discomfort and pain', 'burning sensation in epigastric area', 'nausea', 'feeling like vomi",complex_phrasing
mistral,34873,false_negative,darker bowel movements,,"['stomach discomfort and pain', 'burning sensation in epigastric area', 'nausea', 'feeling like vomi",complex_phrasing
mistral,34873,false_negative,burning or gnawing or burning and gnawing,,"['stomach discomfort and pain', 'burning sensation in epigastric area', 'nausea', 'feeling like vomi",complex_phrasing
mistral,34873,false_negative,epigastric discomfort,,"['stomach discomfort and pain', 'burning sensation in epigastric area', 'nausea', 'feeling like vomi",other
mistral,34873,false_negative,awakens at night,,"['stomach discomfort and pain', 'burning sensation in epigastric area', 'nausea', 'feeling like vomi",complex_phrasing
mistral,34898,false_positive,burning epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34898,false_positive,dark brown stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34898,false_negative,post prandial bloating or fullness with meals,,"['burning epigastric pain', 'dark brown stools', 'nausea']",complex_phrasing
mistral,34898,false_negative,darker bowel movements,,"['burning epigastric pain', 'dark brown stools', 'nausea']",complex_phrasing
mistral,34898,false_negative,burning or gnawing or burning and gnawing,,"['burning epigastric pain', 'dark brown stools', 'nausea']",complex_phrasing
mistral,34898,false_negative,epigastric discomfort,,"['burning epigastric pain', 'dark brown stools', 'nausea']",other
mistral,34898,false_negative,awakens at night,,"['burning epigastric pain', 'dark brown stools', 'nausea']",complex_phrasing
mistral,34918,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34918,false_positive,dark brown stool,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34918,false_negative,post prandial bloating or fullness with meals,,"['epigastric pain', 'nausea', 'dark brown stool']",complex_phrasing
mistral,34918,false_negative,darker bowel movements,,"['epigastric pain', 'nausea', 'dark brown stool']",complex_phrasing
