model,note_id,prediction_sample,num_predictions
gemma,96f84f84-b49b-496f-96d7-fe546d7513b9,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",12
gemma,2efab6fe-0867-4655-a942-fe3d0ab10e1a,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,b1eb2fdc-dd39-4b96-b054-67f964565c10,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,175f9be8-8f11-445b-8783-acc3a20153dc,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,8da2a70e-f1d0-4a51-b580-c25599277604,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,2330db1e-f5a6-418c-bf1c-434f8aeca09c,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",26
gemma,992e0cc2-4f06-40b9-bc3b-83b76d070592,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,4d78e6b5-c4c5-4af6-b04a-00197490b116,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,9b72f648-5680-4dc4-a17a-8a56801255ca,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",26
gemma,bbe738ee-eab6-4c3f-9ca3-83f87632a5f7,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,9db19efc-4fdf-4f00-a61b-983da2da8218,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,6b47148b-4b07-489d-839a-c2019de93e9e,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,a7363c80-a33e-4155-a148-92e8de4620c6,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,4bd477f3-87ee-4aa8-9bbe-a5c70bd2a82f,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",12
gemma,4edaddc7-3938-42b7-bcc5-6354aa0169a4,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,4166c797-9730-49b1-a7fe-9970fcd4eacb,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,377f839f-5e4e-4a64-8aaa-adf065eea742,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,3ac3f2a8-6e52-47b1-9e2c-ec0eed900dc5,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",16
gemma,ce7b9429-5baa-45c1-91fc-bf2f933bf7c5,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,69db5499-5a98-4d34-b3eb-49250ca270cd,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",12
gemma,3f0d8e02-2545-40e4-828d-3f4be62746f9,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,e171a2d5-adc8-4727-a0ab-8e2d8c55e9f1,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,7d18612c-554f-431f-aa5a-2556719f12de,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,39723eb1-fcbc-440b-ae1a-febd2df88b75,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,25746de7-80ce-45bd-ad81-4e109f0fcc77,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,d4c77818-75e9-43cb-8d1b-7c8e6408192c,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,228c5e94-122f-479c-801a-c5fff4c69b9b,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,530d5f51-2797-459b-89b9-d928f0c4a720,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",12
gemma,5464f821-7b1d-469d-85ee-07d590919a2a,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,21fb6d32-5682-4fa3-b6c3-771e205fa348,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",26
gemma,d950a58a-0aef-41f2-b8ba-9f2fea717a47,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,7f96a112-2acd-40ad-bae0-0002c58a6801,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,b3eafed4-98ed-4fba-b138-8455cbc6d741,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,19003d63-afe9-4e62-b0a4-85cf14af4228,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,6cc4d957-d61a-4e26-9ca3-351a9170f01b,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,510d3ba7-bd1e-47d7-a639-187de73ceb94,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",12
gemma,0fe56e2d-d4f1-4b39-b19c-289b86697a5b,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,01945e53-48d9-4b92-8a8a-ca44c5096794,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",26
gemma,cbc1ed4e-96ed-4519-ba84-ec0433e1ce43,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,17c5656a-7219-4c81-8ffa-386f945da2e9,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,2a44ccf4-a209-43cc-93b3-2dbda166ccc2,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,94fb0010-6208-4482-8040-4a08c7e5a8f8,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,33e1bf2d-e705-440b-ace1-74a504ef30b7,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,f7c83b72-4ba8-4978-b51e-915175968c77,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,f9463ea7-72c8-41ff-bbc7-aa65e1ba0e1b,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,951c3502-d1bd-40df-b9af-c0fe6ab9ecdb,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,976561e9-329b-4016-b968-f8b7f8fc004f,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,7fbe1f91-8778-42e6-8797-44618c208a24,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,a19d88ee-0eb3-4c28-a3fc-e33778dc9dde,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,00978ece-4788-4b0e-a582-da67d7c13af9,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",12
gemma,1d9b8943-a589-4977-8560-b587dca6cd28,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,f965f133-5274-4da2-92fd-2a4a356d8416,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,4d090f9c-d60c-4cbe-946e-9cbd419073bb,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,b6f397f1-22f0-4265-9438-2db9f5246901,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,88787b72-60f2-4958-905d-96f8a864bd35,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",12
gemma,28c38df0-6682-4e83-9c3d-5504621493a9,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,bf8aa7c2-d608-4436-a645-8141e2967b76,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,62297271-6b99-48ee-bf8a-8fb8eb7d86a7,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,d0ecabe3-b04e-4453-9c3c-2b6d5a0d2fc1,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,11f20f6d-2aee-4b26-ba29-98e568eef0cb,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,623e7e66-9ff8-4f9e-848f-a6180faa8518,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",26
gemma,bb15f5d5-c684-403c-abdc-b6764a4ba8fb,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,a852d7bb-995c-4105-bfbf-ead639520de0,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,377e6c4a-ce67-4116-99ce-f4c8136a3e89,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,01d59471-d3ce-4a2d-9f93-f43c9d4751ce,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,3b34094c-0f9d-43da-8430-50c856709046,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",26
gemma,3fc04136-f701-4597-9f9c-eea572c0fbfb,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,88e29b09-a9ce-4234-83a0-00da4b0ea097,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,0a3efec3-9534-45d6-9e91-cb8253d71aec,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,997bb99b-0956-4037-ada7-2f623ca275f3,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,4ae43152-039e-42f3-97b9-9d64cf42431f,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,2e1fa77b-66fa-41a2-b331-e59143526bb0,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,437622d7-3324-4c65-9e4c-5e004d57c2e3,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,20fbd739-14e6-4194-96b6-f16bbb3c7434,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,882d6b93-a5bf-4e78-8319-534543272521,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,1788d171-f94f-42b1-8030-0f15244ff772,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,50e9c9e8-07c4-4eb2-b570-1d05db079c37,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,498aa006-9a35-4a59-b963-ab45cc8e1c86,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,00acf888-aac8-4b00-ae57-857c3af23709,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,b0ab9873-0100-4271-9178-4dc69e8990b4,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,131262f7-4c97-4c30-96ae-39ce0ad09c68,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,6124e7e7-ddb1-47ab-8bad-71ecf742e859,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,20ae1ce7-1529-45fd-9b09-29955488ee61,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",26
gemma,a7e2b271-9400-4930-9070-053893dadd18,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,80fe99da-979c-4b01-8de6-07674f98f3f3,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",28
gemma,180cfb0d-ce71-458a-a0dd-1a787f8b31ae,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,bfa445eb-2cbe-40c3-9f4f-f46ead56dccf,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,bab0c718-34ec-4712-99d3-853a8486382f,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",26
gemma,4fa1ace5-3627-43f0-9277-bc96763cc1db,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,56fca4d9-67f3-4cdb-ba95-f286d20f902a,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,75eacd23-1d00-454e-99ab-51cf35f4b935,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,c9e691f5-0e4c-465f-bd1b-34dc25bdfccd,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,23475ffb-84ab-4d6a-98f7-fab55fa1ed1b,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,6dc10c0f-6db9-42a2-8d52-ea6e3e6b6103,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,7be77ec8-def8-4c01-b83b-082d9759c991,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,44fcaa24-8c81-43fb-b4ed-b3b979e3a709,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",12
gemma,5b6e76f0-38b5-4820-872c-bad86f567b60,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",27
gemma,7f93f736-8d60-40e3-8971-f420c4ab893f,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,cb98e448-6c82-4d20-8457-745bcba2c9f8,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,e8477d2b-eaa0-4501-900c-355c7bc2e52e,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",13
gemma,19d8de41-4241-491a-99b9-48da725c399d,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,14203bbd-7cb1-46ba-a3d8-b78a399d4da4,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",15
gemma,73441bdf-0da8-4084-8d2b-8803fba73909,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,0f699ec7-c78d-4442-9bee-0b95aa5e9e30,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,19b9bc61-c46c-42f8-a225-32554fb165ba,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,1e44d9fa-0ed1-4aca-a2df-bad4c074adf6,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
gemma,358e903e-180e-403d-b932-8338c86f10a5,"['user', 'extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history']",14
biomistral,f2daeda0-ae6d-403f-8389-e507e33bbdeb,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,69fefbc6-5c78-4af2-b7cb-36ca45e4a5e4,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",9
biomistral,ac8c67b4-35ea-43ce-96d0-caa78545782b,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,986098c0-7cb8-491f-ba75-0b3076b53afa,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",11
biomistral,160f51d9-30ec-4394-84b8-bee4bf581eb9,"['photophobia, migraine, unsteady gait, denies chest pain, denies fever']",1
biomistral,deb03746-3eb0-4e3e-ae96-d2fa57ea3f2a,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,d16778d6-fb24-466f-9542-d3e25a0a4849,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",9
biomistral,1db99d0e-20d6-4da6-bd75-8259ad9c5622,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",8
biomistral,c61fa28c-dd09-45f7-9ae8-110c2fb532ed,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,0bb9f9db-6e93-4f70-8226-5a62520eaad1,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,a1fbf4c3-8ac6-4517-a6bd-a64636487b6c,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",9
biomistral,73e81b22-00ee-4940-b459-aa2680b555f3,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",11
biomistral,17e47e01-47c1-4d52-8e71-3d6632e1ec78,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,59ea505e-ea90-46ac-8377-7f6a97b9c9b5,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,b8338901-3081-4699-839e-bc07e68ca2d6,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,e654947f-4055-495d-bfca-eb50f77f6e6b,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,b9213ae2-00b9-4a5b-a292-2f0ceb841808,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",24
biomistral,b491fda5-7738-4e41-bdb6-e5b4299356da,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,78930a10-0637-4158-8b15-c002835e3f00,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,baf1dd40-42cf-43b7-a3ce-8697bdc5c933,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",8
biomistral,a27423e3-9668-4bf2-83ea-cc14054ec5b5,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",22
biomistral,7fc8c860-0686-46a1-aecf-76e2750bb409,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",9
biomistral,f7c65d71-66dd-4efc-8973-1ce6bffe07d8,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,51d43d97-6fbd-4525-8f54-dea24ac42b83,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,2efab6fe-0867-4655-a942-fe3d0ab10e1a,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",11
biomistral,175f9be8-8f11-445b-8783-acc3a20153dc,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,4cf90d52-ce41-4945-be8b-e6c3ed398361,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",8
biomistral,3b8bd299-be8c-464e-ac1d-b0f0ff41cc82,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",11
biomistral,bbe738ee-eab6-4c3f-9ca3-83f87632a5f7,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,a1f49252-7c2d-4c25-972e-817c64903660,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,c0339b69-978f-4ffa-942b-5444fadf589a,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,99f5c714-3cf7-404d-a1c3-c1ebb7f9289f,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",10
biomistral,67e908e1-0698-4ec1-96d1-6a2eb909598c,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,079150a0-2df6-4f60-a585-af9a75a0900d,['shortness of breath-malaise-flushed appearance-cephalalgia-improving productive cough-chest discomfort'],1
biomistral,aebfab8d-30ff-42a2-be51-e7a6c070d99d,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",8
biomistral,da7bdb27-ce13-4ada-a29d-24ff66e01785,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",8
biomistral,1788d171-f94f-42b1-8030-0f15244ff772,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",8
biomistral,a7e2b271-9400-4930-9070-053893dadd18,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",23
biomistral,3d643d46-a228-40bd-bcd3-aa0f58f9ce6b,"['extract only symptoms and clinical findings', 'do not extract: diagnoses, medications, labs, procedures, demographics, family history', 'do not include negated symptoms (e.g., ""denies chest pain"")']",22
qwen,645cb62e-f0b4-42d5-acbb-df412d7fe071,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",13
qwen,f2daeda0-ae6d-403f-8389-e507e33bbdeb,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",29
qwen,495b2779-c31d-4db0-acfc-da5f5326da03,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",29
qwen,eaf52c8f-0da7-481a-bf26-5ea13dba9137,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",16
qwen,64fce315-68f3-4ea3-b18b-5f96229c199c,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",16
qwen,98f695fb-eddc-4aa6-b0ab-1de01cafaca8,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",28
qwen,8aeb3840-1318-4c0e-b60f-c3de9a120ab0,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",16
qwen,faa66a82-5b6f-4849-8ab6-838033a4660a,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",16
qwen,3dda27a6-c349-4720-ac3c-65c7b65057ee,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",15
qwen,1b9178a3-ff3a-4f26-aea4-55f52006ab0d,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",16
qwen,69fefbc6-5c78-4af2-b7cb-36ca45e4a5e4,"['system', 'you are qwen, created by alibaba cloud. you are a helpful assistant', 'user']",15
